global_step,update,stage_id,stage_label,episodes,successes,success_rate,collision_rate,out_of_bounds_rate,timeout_rate,mean_return,mean_len,mean_final_distance,mean_min_distance,mean_path_ratio,mean_path_efficiency,mean_min_obstacle_clearance,min_obstacle_clearance,mean_speed,max_speed_mean,mean_action_l2,mean_action_delta_l2,mean_guided_action_l2,mean_abs_heading_error,max_abs_heading_error_mean,mean_cross_track_error,max_cross_track_error_mean,mean_abs_roll,mean_abs_pitch,mean_target_alignment,mean_current_speed,elapsed_sec,steps_per_sec,policy_loss,value_loss,entropy,approx_kl,clipfrac,log_std_mean,log_std_min,log_std_max,obs_rms_count,rc_window_mean__progress_reward,rc_cumulative_sum__progress_reward,rc_trigger_rate__progress_reward,rc_window_mean__closing_speed_reward,rc_cumulative_sum__closing_speed_reward,rc_trigger_rate__closing_speed_reward,rc_window_mean__alignment_reward,rc_cumulative_sum__alignment_reward,rc_trigger_rate__alignment_reward,rc_window_mean__step_penalty,rc_cumulative_sum__step_penalty,rc_trigger_rate__step_penalty,rc_window_mean__action_l2_penalty,rc_cumulative_sum__action_l2_penalty,rc_trigger_rate__action_l2_penalty,rc_window_mean__action_smooth_penalty,rc_cumulative_sum__action_smooth_penalty,rc_trigger_rate__action_smooth_penalty,rc_window_mean__roll_penalty,rc_cumulative_sum__roll_penalty,rc_trigger_rate__roll_penalty,rc_window_mean__pitch_penalty,rc_cumulative_sum__pitch_penalty,rc_trigger_rate__pitch_penalty,rc_window_mean__obstacle_clearance_penalty,rc_cumulative_sum__obstacle_clearance_penalty,rc_trigger_rate__obstacle_clearance_penalty,rc_window_mean__orbit_penalty,rc_cumulative_sum__orbit_penalty,rc_trigger_rate__orbit_penalty,rc_window_mean__goal_bonus,rc_cumulative_sum__goal_bonus,rc_trigger_rate__goal_bonus,rc_window_mean__collision_penalty,rc_cumulative_sum__collision_penalty,rc_trigger_rate__collision_penalty,rc_window_mean__out_of_bounds_penalty,rc_cumulative_sum__out_of_bounds_penalty,rc_trigger_rate__out_of_bounds_penalty,rc_window_mean__timeout_penalty,rc_cumulative_sum__timeout_penalty,rc_trigger_rate__timeout_penalty
172032,42,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,827.618058546646,1050.6666666666667,1.2370641957315482,1.2370641957315482,1.0224914774324123,0.9621524427841591,26.191119972097823,7.363595439906263,1.4659375701488175,1.7508056774819714,0.610999962064579,0.5028227534328171,0.6614074339986155,0.11177399185250303,1.0710345306535423,2.3367144862204348,3.5041224277343734,0.005477631891919163,0.37579545304511025,0.968926415433502,0.2805530870888593,1343.018850499997,128.0935110746611,-0.0008874424383975565,2667.573502731323,1.137217616289854,0.004772622184827924,0.0350341796875,-1.0402706861495972,-1.0585381984710693,-1.0273737907409668,172258.0001,0.1683893616313454,32294.138473722225,1.0,0.05590352364664431,8176.937007147409,0.9682741116751269,0.007723663895578716,1201.1840038733662,1.0,-0.001999999999999974,-305.49199999999746,1.0,-0.0012220845691821903,-180.15082283346953,1.0,-0.0005037807266117171,-80.08158985031818,1.0,-3.379625358449117e-05,-3.982652987435457,1.0,-0.006856451190199334,-540.2066556292839,1.0,0.0,-0.6168810129165649,0.0,-0.004758883248730965,-147.0,0.004758883248730965,0.5710659898477157,110400.0,0.0009517766497461929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176128,43,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,835.48540728967,1077.0,1.2411446079420199,1.2411446079420199,1.0007007690034604,0.9817113795749105,35.8416870126039,9.268777902474566,1.3580385134837858,1.5822596110451368,0.5952490508817879,0.5035703082919456,0.603239804510454,0.03553289920782385,0.41285747878882145,2.6799397241137526,4.193210366226771,0.0033391739094275536,0.1153383502591755,0.9948308723652081,0.2590540602387686,1370.7438040999696,128.49082335677284,-0.0020076916727703063,2645.2280445098877,1.1349851660430432,0.006037191836367128,0.0485595703125,-1.040956974029541,-1.0600305795669556,-1.0284035205841064,176358.0001,0.16417744928239972,32824.59581235366,1.0,0.052000762576299854,8344.951471031434,0.995666976168369,0.007965525783708335,1226.9206176805278,1.0,-0.001999999999999972,-311.9539999999974,1.0,-0.0011897246247439648,-183.99482309601729,1.0,-0.0005027074691668613,-81.70583768319631,1.0,-1.9470715218899735e-05,-4.045562868307722,1.0,-0.0017824315931017519,-545.9656921065956,1.0,0.0,-0.6168810129165649,0.0,0.0,-147.0,0.0,0.5571030640668524,112200.0,0.0009285051067780873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180224,44,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,832.5545119335825,1121.6666666666667,1.2446263141249154,1.2446263141249154,1.037031848883004,0.9503833566408337,47.4289015129116,17.18708100177673,1.443668750701785,1.7411667899605392,0.6122317490409527,0.4777576747348052,0.6510061702519302,0.13647540396494706,1.0469884731745196,2.95699120314457,4.567886918125833,0.00537808834698648,0.31089135709450777,0.9550857995450684,0.24277227413308555,1399.5775598000037,128.7702841032644,0.00304292127257213,2616.761880016327,1.134121199697256,0.005068798606953351,0.03671875,-1.040810227394104,-1.0615503787994385,-1.025413155555725,180458.0001,0.15785702693095532,33355.78470797632,1.0,0.05553933595250106,8531.841336511601,0.9640416047548291,0.00763522356567989,1252.6131449790407,1.0,-0.0019999999999999736,-318.6839999999973,1.0,-0.0012239368005270306,-188.11337042979073,1.0,-0.0004771076770073129,-83.31130501632592,1.0,-3.207909813186752e-05,-4.153509033521456,1.0,-0.005511379425996633,-564.5114838750743,1.0,0.0,-0.6168810129165649,0.0,-0.004457652303120356,-162.0,0.004457652303120356,0.5349182763744428,114000.0,0.0008915304606240713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184320,45,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,825.362481556385,946.3333333333334,1.2379102439973997,1.2379102439973997,0.9924402635362185,0.9875597664918736,33.363063004439546,17.375146898357333,1.3417730870169242,1.5535202792272702,0.5960360371759018,0.47526586215316263,0.6066523473710641,0.03079543285904809,0.1285946434634296,1.8396883329421219,2.7172647917214583,0.005582389328728856,0.2872522663442583,0.9946366141805488,0.1900900867851473,1427.838690900011,129.09021248318842,-0.0006571510108187795,2603.950374698639,1.1342725567519665,0.0023034417306917023,0.01552734375,-1.0408515930175781,-1.060080885887146,-1.0254875421524048,184558.0001,0.18640064257878325,33884.97613225749,1.0,0.05285649933371069,8681.900938120007,0.995420922860162,0.007956398170854929,1275.201359386098,1.0,-0.001999999999999987,-324.36199999999724,1.0,-0.001192006853171278,-191.497477885944,1.0,-0.0004745345983925557,-84.65850874116238,1.0,-3.301718527602529e-05,-4.247244822520092,1.0,-0.005371168952970874,-579.7602325325586,1.0,0.0,-0.6168810129165649,0.0,0.0,-162.0,0.0,0.6340260655160268,115800.0,0.0010567101091933778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188416,46,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,832.1039894021243,1090.0,1.244878713627358,1.244878713627358,1.0137209862457297,0.968701673590309,27.76129446761331,11.894237508652438,1.338551617419859,1.5980093762793972,0.5934644046309049,0.502074004925762,0.6349688799859424,0.0632800638175796,0.4194090347910153,2.764655312442329,4.287604410060227,0.005016914292956683,0.3138760925212924,0.9888055315355105,0.29459133142577093,1485.4787848000415,126.8385667489438,-0.0005540041660424322,2558.2647539138793,1.131923995912075,0.004081830450013512,0.025537109375,-1.0425093173980713,-1.061316967010498,-1.0284397602081299,188658.0001,0.1620743181599312,34414.95915264047,1.0,0.05219917960797802,8852.592255438094,0.9944954128440368,0.007925975079849741,1301.1192978972065,1.0,-0.001999999999999967,-330.90199999999714,1.0,-0.0011895500452995353,-195.38730653407347,1.0,-0.0005043449834487207,-86.30771683703969,1.0,-3.00622298198538e-05,-4.3455483140310145,1.0,-0.0055360757707282795,-597.86320030284,1.0,0.0,-0.6168810129165649,0.0,0.0,-162.0,0.0,0.5504587155963303,117600.0,0.0009174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192512,47,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,839.5507898370284,1216.6666666666667,1.2385494786055953,1.2385494786055953,1.0090141087378683,0.9756589650169194,32.272597799250306,9.463700210763527,1.3325992106549087,1.547658299897835,0.6012807097767819,0.48238148052122826,0.6055876291496812,0.038449679269005256,0.2016682353330029,3.7856781375687674,5.610321752993987,0.004703237288530163,0.2767942640480579,0.9962142301041599,0.2807259184737317,1512.910253399983,127.24614666822785,-0.0016592473082710057,2546.370118522644,1.126797005534172,0.0027330497665388974,0.0177001953125,-1.0443013906478882,-1.0646008253097534,-1.0291876792907715,192758.0001,0.14563868885685075,34946.54036696797,1.0,0.05215060394167215,9042.941959825197,0.9936986301369863,0.00796861035479071,1330.2047256921926,1.0,-0.001999999999999962,-338.201999999997,1.0,-0.0012028028697362299,-199.77753700861072,1.0,-0.0004835414068606264,-88.07264297208098,1.0,-2.8910933120674665e-05,-4.451073219921477,1.0,-0.005151587803572519,-616.6664957858798,1.0,0.0,-0.6168810129165649,0.0,0.0,-162.0,0.0,0.4931506849315068,119400.0,0.0008219178082191781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196608,48,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,840.4554000851044,1315.0,1.2376559691958648,1.2376559691958648,0.9897225589151243,0.9950340562176953,29.694380959078742,5.264618881535902,1.2335404387184523,1.4272213457736858,0.6064576231475449,0.4950036040307852,0.6080044547121884,0.03289339904454553,0.1362323143972429,1.5526239632750818,2.4763968745068285,0.004729257240781898,0.2943571521998468,0.996631564300268,0.23891227632049292,1540.3919723000145,127.63504584254457,-0.00014613232924602925,2523.457422828674,1.1237000696361066,0.0031518851468717913,0.021875,-1.0443865060806274,-1.065948724746704,-1.0284242630004883,196858.0001,0.13480076682543432,35478.32939209431,1.0,0.04917862075056067,9236.951618686158,0.9959442332065906,0.007972558782620013,1361.6564700896286,1.0,-0.0019999999999999484,-346.0919999999968,1.0,-0.00121319181760124,-204.5635787290476,1.0,-0.0004941359749781231,-90.02200939336969,1.0,-2.869599658460182e-05,-4.564278926447731,1.0,-0.005360105014238463,-637.8121100670505,1.0,0.0,-0.6168810129165649,0.0,0.0,-162.0,0.0,0.45627376425855515,121200.0,0.0007604562737642585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200704,49,3,3D_with_obstacles,4,4,100.0,0.0,0.0,0.0,833.9574469404167,938.75,1.2296451382821427,1.2296451382821427,0.9918986626917203,0.9895342449487781,24.18670578657542,2.7963402463781772,1.463538255721099,1.6420794860066779,0.5892266776578831,0.49892722115492255,0.5892810351464872,0.025226440396537642,0.1614596543252549,1.9197509881994526,2.870346590020803,0.0035419843417170086,0.08264400149972922,0.9986856057364089,0.24597015767642955,1567.8637158999918,128.01112619969717,-0.00036010327748954297,3348.9554405212402,1.1242190606892108,0.0036841294357145673,0.0239990234375,-1.0439552068710327,-1.0638474225997925,-1.0274370908737183,200959.0001,0.18819222059970947,36184.99118044622,1.0,0.05816297037380678,9455.353572439803,0.9962716378162451,0.007990047099221487,1391.6590969472052,1.0,-0.0019999999999999922,-353.6019999999968,1.0,-0.001177447120299174,-208.984892665771,1.0,-0.0004985969759621531,-91.89424103810757,1.0,-2.094129101718453e-05,-4.642913474217258,1.0,-0.00142593903388337,-643.1665111392825,1.0,0.0,-0.6168810129165649,0.0,0.0,-162.0,0.0,0.6391478029294274,123600.0,0.0010652463382157123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204800,50,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,834.6743237061546,1134.0,1.2426147145593451,1.2426147145593451,1.0069075865331154,0.9766482002280125,32.88647062365129,9.626049445106855,1.4024597810423558,1.5963947570279622,0.6003376263694197,0.4920978579652069,0.6411907957256977,0.05397927255532059,0.6748813400170012,3.3188144313802646,4.90573362541495,0.006099845118649835,0.4180016415750747,0.9891845754547431,0.21952920224962935,1596.0816914000316,128.31423422967532,-0.0010525093297474087,2405.456685256958,1.1229387022554875,0.0056339132745051755,0.0447998046875,-1.0453907251358032,-1.0637164115905762,-1.0297133922576904,205059.0001,0.15608665981734032,36715.99799714481,1.0,0.05419486584996663,9639.72450606139,0.9970605526161082,0.007920092981822089,1418.6032532713639,1.0,-0.0019999999999999614,-360.40599999999665,1.0,-0.001203446261102946,-213.07901684604323,1.0,-0.0004937549361627406,-93.57399533093322,1.0,-3.7025817431269936e-05,-4.7688753051184385,1.0,-0.00752354356904007,-668.7616063611569,1.0,0.0,-0.6168810129165649,0.0,0.0,-162.0,0.0,0.5291005291005291,125400.0,0.0008818342151675485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208896,51,3,3D_with_obstacles,2,2,100.0,0.0,0.0,0.0,835.2575638578268,1176.0,1.2443735205799302,1.2443735205799302,0.9949476921358331,0.9888423848296914,47.59645017488955,27.63677083257296,1.3270173243085228,1.504875726600662,0.6099211698733202,0.49518877994575894,0.6250116996223998,0.04841014051100138,1.3572610609575169,1.5368831814692079,2.2039530654364254,0.0051976401117814295,0.3490456891779483,0.9909235881026365,0.20634721736230288,1653.966352700023,126.30003002115915,0.00086828384664841,1642.7452502250671,1.114491981267929,0.005123257252125768,0.0291015625,-1.0501352548599243,-1.0662628412246704,-1.0359406471252441,209158.0001,0.1505844367160325,37070.17259230092,1.0,0.05151085267871378,9760.878031561724,0.9961734693877551,0.00793403938644701,1437.2641139082873,1.0,-0.0019999999999999684,-365.1099999999966,1.0,-0.001223674744539054,-215.95709984519908,1.0,-0.0004968047413571504,-94.74248008260523,1.0,-3.153053105202207e-05,-4.843035114152794,1.0,-0.006228369905549219,-683.4107323790087,1.0,0.0,-0.6168810129165649,0.0,0.0,-162.0,0.0,0.5102040816326531,126600.0,0.0008503401360544217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212992,52,3,3D_with_obstacles,4,3,75.0,25.0,0.0,0.0,617.3084186969849,1000.25,9.49949884095958,9.49949884095958,0.9013344283543744,0.9926250804921624,26.550812493684038,-0.002526456582547798,1.3171680831571244,1.4821815167953212,0.5978993074661596,0.4827381018780771,0.6206133795015526,0.03190301900162114,0.1326852845949138,1.4742912747119488,2.3488367850410055,0.005678360553415212,0.3579573585201665,0.9959508778880213,0.2020463383459894,1681.1633914000122,126.69321797605166,-0.0016000080155208706,2411.4668952941893,1.1065499491989612,0.003082859607093269,0.02685546875,-1.0500118732452393,-1.065056562423706,-1.0358062982559204,213259.0001,0.1609107272565739,37713.97641205447,1.0,0.05142896036351309,9966.64530197614,0.9965008747813047,0.007967161605889051,1469.1407274934495,1.0,-0.0019999999999999827,-373.11199999999656,1.0,-0.0011961468983582657,-220.7428835855305,1.0,-0.0004820162016428539,-96.67102690537828,1.0,-3.4686542458444035e-05,-4.981815970529029,1.0,-0.00667818215319661,-710.1301391739484,1.0,-0.0026592128844715244,-11.256391763687134,0.006748312921769558,0.0,-162.0,0.0,0.4498875281179705,128400.0,0.0007498125468632841,-0.039990002499375156,-160.0,0.00024993751562109475,0.0,0.0,0.0,0.0,0.0,0.0
217088,53,3,3D_with_obstacles,4,4,100.0,0.0,0.0,0.0,837.8027709456412,1022.5,1.2320479392180377,1.2320479392180377,0.9939519076479669,0.9894237620441841,30.60365677457243,7.6012165903175095,1.4928946067499613,1.665463231782024,0.6116265876846103,0.5009318301540667,0.6253779122102238,0.02770794819361236,0.19240979157824212,1.940573833448714,2.877219068436094,0.004520511923478198,0.25473939705797805,0.9951673290460612,0.17055731396122922,1708.3955885999603,127.07127169410735,0.0004915497731417418,3236.7707443237305,1.1056642070412637,0.008777078809362137,0.0460693359375,-1.050930380821228,-1.0666309595108032,-1.035117745399475,217360.0001,0.17311975993670925,38422.03623019561,1.0,0.05953414113447585,10210.139939216146,0.9975550122249389,0.007964771425279722,1501.7166426228437,1.0,-0.001999999999999984,-381.2919999999965,1.0,-0.001224312467969188,-225.7503215795245,1.0,-0.0004994765840486445,-98.71388613413724,1.0,-2.619420588604859e-05,-5.088950272602967,1.0,-0.004298742103459451,-727.7119943770975,1.0,0.0,-11.256391763687134,0.0,0.0,-162.0,0.0,0.58679706601467,130800.0,0.0009779951100244498,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221184,54,3,3D_with_obstacles,4,3,75.0,25.0,0.0,0.0,602.7436641644948,885.5,12.705758554396374,12.705758554396374,0.8546815427174967,0.9756957973914598,29.148481016110626,-0.0371033610508098,1.4988059401632077,1.7016742589661558,0.6096300532660677,0.47204721621581935,0.6524338249671708,0.0788595335415695,0.847548986195635,1.9452589207223263,3.043588154609626,0.005774105531949251,0.31792709701037175,0.9809511371892075,0.2655550362706701,1735.3336804000428,127.45906017856515,-0.001696133561199531,2422.497146987915,1.105010462552309,0.008835713981534354,0.0834716796875,-1.0503549575805664,-1.0624184608459473,-1.0359611511230469,221461.0001,0.1691754089950901,39021.25552885622,1.0,0.057477819469468006,10413.726375777002,0.9745906267645398,0.007809645236159176,1529.3784060493194,1.0,-0.0019999999999999823,-388.37599999999645,1.0,-0.001225581151189284,-230.09133001703694,1.0,-0.0004701877355856638,-100.37929109358166,1.0,-3.5787458034164614e-05,-5.215709448959979,1.0,-0.00645414089610777,-750.5725614311112,1.0,-0.003222784405034656,-22.671494126319885,0.007622811970638058,-0.0033879164313946925,-174.0,0.0033879164313946925,0.5081874647092038,132600.0,0.0008469791078486731,-0.04517221908526256,-320.0,0.000282326369282891,0.0,0.0,0.0,0.0,0.0,0.0
225280,55,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,837.01782370641,1136.6666666666667,1.2392434149687432,1.2392434149687432,0.9906547316094577,0.9921836332851871,26.898829762417588,12.017590249456955,1.365863703961576,1.5253642710032504,0.6017223718993888,0.4890559083648351,0.613137089679865,0.028680878408453014,0.10527377803010933,1.5063443206156573,2.2258104567441737,0.004144213563619788,0.2884367845378111,0.9958438571502035,0.13876496869195587,1762.3538530999795,127.82903932926557,-0.0009724325442221016,2463.2908195495606,1.105397492647171,0.0024188163253711535,0.024755859375,-1.050817847251892,-1.0615116357803345,-1.0372049808502197,225561.0001,0.1556518895110561,39552.028472088925,1.0,0.05436982549730934,10599.127480722826,0.9976539589442815,0.007963660377387645,1556.5344879362112,1.0,-0.0019999999999999584,-395.19599999999633,1.0,-0.0012045906465500595,-234.19898412177264,1.0,-0.0004894249918641207,-102.04823031583831,1.0,-2.6294472026945687e-05,-5.3053735985718635,1.0,-0.005744985768206548,-770.1629629006956,1.0,0.0,-22.671494126319885,0.0,0.0,-174.0,0.0,0.5278592375366569,134400.0,0.0008797653958944282,0.0,-320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229376,56,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,853.2595114119941,1312.0,1.2384344720327916,1.2384344720327916,0.9899411884916912,0.9970353073339431,28.69001448845692,12.667343833004452,1.4554633504923593,1.6051372723048083,0.6103021795341986,0.4872489637171756,0.6151667804502419,0.02685992770743335,0.17028584897696217,1.3330315674576474,2.0405897810423785,0.0037334434118661114,0.21391447054786247,0.9983733055276729,0.1394972604369631,1816.3304561999394,126.28538998343514,-0.0014047360164113343,2392.7004155158997,1.103986319899559,0.004160177363883122,0.0315185546875,-1.0510482788085938,-1.058813452720642,-1.0363128185272217,229661.0001,0.1354123361604976,40085.01142721665,1.0,0.05742896486316794,10825.167886424255,0.9984756097560976,0.007986598120930147,1587.9697381401922,1.0,-0.0019999999999999484,-403.0679999999961,1.0,-0.001221164381369935,-239.0054871268447,1.0,-0.0004893521666727919,-103.97432044386242,1.0,-2.2811396634766066e-05,-5.395159255726303,1.0,-0.00406140701394718,-786.1486609075916,1.0,0.0,-22.671494126319885,0.0,0.0,-174.0,0.0,0.4573170731707317,136200.0,0.0007621951219512195,0.0,-320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233472,57,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,837.5943382391342,1263.3333333333333,1.241506768875257,1.241506768875257,1.0008402862502452,0.9838407574917786,32.17273900263518,11.202282916161133,1.277721256361872,1.4638544290515678,0.5857918874160672,0.4972486587767931,0.6078482377938719,0.029154300665665347,0.14870413727005247,3.010805467128011,4.591558040267472,0.005455891193600913,0.38275416356524206,0.9958943799125398,0.27759585928441727,1845.8253713999875,126.48650496277472,-0.0006231663748621941,2358.932150268555,1.1041385255753995,0.005094133536476875,0.0466796875,-1.0506473779678345,-1.0624301433563232,-1.0333690643310547,233761.0001,0.14026917580785084,40616.6316035284,1.0,0.0503694621186181,11016.068147853817,0.9944591029023747,0.0079675891382838,1618.166900974288,1.0,-0.001999999999999955,-410.64799999999593,1.0,-0.0011717097950104671,-243.44626724993438,1.0,-0.000496975259061538,-105.85785667570565,1.0,-3.2664320535163723e-05,-5.518957030554573,1.0,-0.006835480667084367,-812.0551326358413,1.0,0.0,-22.671494126319885,0.0,0.0,-174.0,0.0,0.47493403693931396,138000.0,0.0007915567282321899,0.0,-320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237568,58,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,849.7314915657065,1176.3333333333333,1.2403606878629987,1.2403606878629987,0.9957686149665382,0.9895748845188036,32.31882331668208,2.4045336855417574,1.475007177989066,1.6664475091390667,0.5961732718474299,0.4807913513540772,0.5952025974145349,0.02898287520224065,0.14836263479598047,2.3391984917080366,3.6074163199428617,0.0027054804513535805,0.0284553997186527,0.9986631560207441,0.1901196580316188,1874.9673584999982,126.70513911775933,-0.001354083331534639,2344.7500804901124,1.102737133204937,0.003859775520322728,0.044140625,-1.0524688959121704,-1.0621904134750366,-1.0358490943908691,237861.0001,0.15077364611691857,41148.71180067501,1.0,0.05775049942166098,11219.86966031286,0.9965996032870501,0.007989206997763225,1646.3608124693944,1.0,-0.0019999999999999606,-417.7059999999958,1.0,-0.0011939311986184766,-247.659650449859,1.0,-0.00048184767216391945,-107.55829711077212,1.0,-1.6266602381603013e-05,-5.576361870359251,1.0,-0.0005247713031563957,-813.9070505646803,1.0,0.0,-22.671494126319885,0.0,0.0,-174.0,0.0,0.5100595069424766,139800.0,0.000850099178237461,0.0,-320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241664,59,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,831.0045428548252,1138.0,1.2375892548571616,1.2375892548571616,1.0027527838449173,0.9800835941493551,24.470800448658224,15.558140667500918,1.2636851310698793,1.4982173559949106,0.5895969486377242,0.4980320011398565,0.591488266543099,0.034415441105564236,0.13826275813125952,2.6570280015175918,4.011433405934871,0.0051290653513133755,0.3313060993033347,0.9975585341182142,0.30320460316872655,1902.085368399974,127.0521313158971,-0.0019641724415123464,2308.078084754944,1.0959752388298512,0.008888862587627954,0.058251953125,-1.0549652576446533,-1.0657391548156738,-1.0351245403289795,241961.0001,0.15541104101163475,41679.285094688734,1.0,0.04934909736902033,11388.347478730695,0.9926772114821324,0.007980417715487931,1673.6059585500702,1.0,-0.0019999999999999745,-424.53399999999573,1.0,-0.0011798022414491345,-251.68749530216633,1.0,-0.0004988828256372859,-109.26148307749781,1.0,-3.124077011503835e-05,-5.683017859531992,1.0,-0.006038940579833088,-834.5239937042304,1.0,0.0,-22.671494126319885,0.0,0.0,-174.0,0.0,0.5272407732864675,141600.0,0.0008787346221441124,0.0,-320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245760,60,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,837.1429835617155,1023.6666666666666,1.2299947472057855,1.2299947472057855,0.9906240789560535,0.9933921157666042,32.35346671281881,6.729215959846302,1.5163543621675624,1.6621334241667653,0.6140655537749149,0.4741041334452358,0.6216430546436476,0.026116963174454392,0.11317504406873609,1.5172675628868622,2.3417258673910317,0.005042143392905137,0.3136600538465051,0.9965238993180344,0.12162214673798181,1929.0729542999761,127.39798121796883,-0.0009787329327082261,2292.4461988449098,1.0879379212856293,0.003993722390805488,0.0318603515625,-1.057757019996643,-1.0713095664978027,-1.0362180471420288,246061.0001,0.17303741994279612,42210.68301133306,1.0,0.060186574867062644,11573.180450147443,0.9986974926733962,0.007971049270274838,1698.0850508590843,1.0,-0.0019999999999999857,-430.67599999999567,1.0,-0.0012291551603514422,-255.4622307996056,1.0,-0.0004729758983084314,-110.713992061203,1.0,-3.123036307647198e-05,-5.778926304539837,1.0,-0.005801327502048911,-852.3398704630226,1.0,0.0,-22.671494126319885,0.0,0.0,-174.0,0.0,0.5861282969716705,143400.0,0.0009768804949527841,0.0,-320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249856,61,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,836.5146846606863,1190.6666666666667,1.240853566374714,1.240853566374714,0.9958334283480696,0.986695788178725,33.86260219499365,13.978564702633127,1.3249091497922734,1.5323903330283741,0.6036746334685942,0.4826274926662621,0.6114088355795203,0.039557513716185516,0.2521853275846155,1.9511481837846898,3.1587602996364628,0.00537648448737823,0.2619092053441004,0.9952210398850116,0.24601728752510751,1984.0365307000466,125.93316510751993,-0.0030878404533723368,2267.495549964905,1.080112673342228,0.01039281872435822,0.0750732421875,-1.0600123405456543,-1.0744308233261108,-1.037380576133728,250161.0001,0.14853360199057447,42741.24503764339,1.0,0.05045460448001784,11753.404297350067,0.9963605823068309,0.007970953652163196,1726.5572973046112,1.0,-0.0019999999999999493,-437.8199999999955,1.0,-0.0012048325422976056,-259.76589264069264,1.0,-0.00048292291384547655,-112.43899270945904,1.0,-3.078645657407176e-05,-5.888895527422421,1.0,-0.004600065583482248,-868.7713047272213,1.0,0.0,-22.671494126319885,0.0,0.0,-174.0,0.0,0.503919372900336,145200.0,0.0008398656215005599,0.0,-320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253952,62,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,838.6507800401406,1097.0,1.2320475938894067,1.2320475938894067,0.9935438089610713,0.9899900764580366,41.34942951038323,19.24696358782404,1.4422087140576292,1.6367493504695096,0.6205530229742372,0.4629755566588765,0.6305898173080333,0.039837131003194505,0.19633838113363863,2.222465137623337,3.4261169530468707,0.00540693349283432,0.3755826996052412,0.993325336451695,0.19837668857767168,2011.0093139000237,126.28086714700571,-0.0012236348149599508,2224.310496520996,1.0749416001141072,0.006725088717212202,0.0468017578125,-1.0613206624984741,-1.0753095149993896,-1.039885401725769,254261.0001,0.16139222613447957,43272.38685385197,1.0,0.05808327445413416,11944.556353578622,0.9963536918869644,0.007951617171651786,1752.7260694165172,1.0,-0.001999999999999973,-444.40199999999544,1.0,-0.0012428744710200517,-263.8561925248196,1.0,-0.00046544241828727097,-113.97076370804245,1.0,-3.106942726529752e-05,-5.991145012552515,1.0,-0.0061391625830360605,-888.9752887879929,1.0,0.0,-22.671494126319885,0.0,0.0,-174.0,0.0,0.5469462169553327,147000.0,0.0009115770282588879,0.0,-320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
