iteration,total_timesteps,time_elapsed_sec,fps,episodes_total,successes_total,success_rate_window,success_rate_total,goal_count,collision_count,out_of_bounds_count,timeout_count,other_terminal_count,ep_rew_mean,ep_len_mean,approx_kl,clip_fraction,entropy_loss,explained_variance,learning_rate,loss,n_updates,policy_gradient_loss,std,value_loss
224,458752,1497,306,589,0,0.0,0.0,0,9,379,201,0,-56.84968685999999,878.88,0.007064128294587135,0.071630859375,-7.686874561011791,0.843281090259552,0.0003,-0.08072229474782944,2230,-0.006828649761155247,3.1486098766326904,0.08468072332325391
225,460800,1503,306,591,0,0.0,0.0,0,9,380,202,0,-56.472370839999996,876.73,0.01006479375064373,0.114111328125,-7.688734790682792,0.8098888993263245,0.0003,-0.08913607895374298,2240,-0.011949152167653665,3.1510837078094482,0.02097423839732073
226,462848,1510,306,593,0,0.0,0.0,0,9,381,203,0,-57.25698724000001,882.67,0.008358065038919449,0.090966796875,-7.681822639703751,0.7978218793869019,0.0003,-0.07704348862171173,2250,-0.010150432927184738,3.1492271423339844,0.04957308962912066
227,464896,1516,306,596,0,0.0,0.0,0,9,384,203,0,-57.33291314000001,881.74,0.008760792203247547,0.083154296875,-7.69138061851263,0.7545512914657593,0.0003,-0.05988893657922745,2260,-0.0070149081191630104,3.1689181327819824,0.027428516449435846
228,466944,1523,306,599,0,0.0,0.0,0,9,386,204,0,-60.61320717,870.84,0.007671927101910114,0.071240234375,-7.706928542256355,0.7069875001907349,0.0003,0.0011056587100028992,2270,-0.009739444640581496,3.1796135902404785,0.0801461803377606
229,468992,1530,306,601,0,0.0,0.0,0,9,388,204,0,-60.035132270000005,874.81,0.00877319648861885,0.07958984375,-7.712865000963211,0.6168668270111084,0.0003,-0.06539188325405121,2280,-0.010535680764587597,3.1796436309814453,0.11803041732637212
230,471040,1536,306,604,0,0.0,0.0,0,10,390,204,0,-62.11672135,863.39,0.009121322073042393,0.072265625,-7.726383793354034,0.8522999286651611,0.0003,-0.08220619708299637,2290,-0.009392806017422118,3.211517095565796,0.059083617066789884
231,473088,1543,306,605,0,0.0,0.0,0,10,390,205,0,-61.757817270000004,870.81,0.00795779749751091,0.069482421875,-7.755394683778286,0.5618550777435303,0.0003,-0.08896687626838684,2300,-0.006608281034277752,3.2367076873779297,0.1394068797773798
232,475136,1550,306,608,0,0.0,0.0,0,10,391,207,0,-62.434589880000004,874.84,0.010753914713859558,0.094140625,-7.776944732666015,0.8033485412597656,0.0003,-0.08620209246873856,2310,-0.012229493801714852,3.260441780090332,0.025203370217059273
233,477184,1557,306,612,0,0.0,0.0,0,11,394,207,0,-64.41915845,870.85,0.0098867267370224,0.0982421875,-7.777971929311752,0.8514184355735779,0.0003,-0.09584976732730865,2320,-0.013891138083999976,3.247197151184082,0.03653274387907004
234,479232,1563,306,615,0,0.0,0.0,0,11,397,207,0,-65.14756236,854.89,0.008745294995605946,0.08046875,-7.7989159524440765,0.5262405872344971,0.0003,0.05425196886062622,2330,-0.010673076190869324,3.296304702758789,0.20001099287183025
235,481280,1570,306,616,0,0.0,0.0,0,11,398,207,0,-65.06700633,864.0,0.011315315030515194,0.127685546875,-7.827429784834385,0.007090330123901367,0.0003,-0.08494573086500168,2340,-0.01778446713578887,3.3108983039855957,0.13125036126439227
236,483328,1576,306,620,0,0.0,0.0,0,11,400,209,0,-66.27859966000001,845.9,0.00862832460552454,0.075537109375,-7.861515948176384,0.6727883815765381,0.0003,-0.11207891255617142,2350,-0.013534102909034118,3.3617496490478516,0.048376152726996226
237,485376,1583,306,621,0,0.0,0.0,0,11,400,210,0,-66.13599917,848.91,0.0066809868440032005,0.060302734375,-7.886904637515545,0.4901493191719055,0.0003,-0.10016410052776337,2360,-0.010377489661914296,3.3765110969543457,0.07927102236862993
238,487424,1590,306,623,0,0.0,0.0,0,11,400,212,0,-67.01757513000001,849.89,0.007412752136588097,0.082861328125,-7.8915490239858626,0.9271450042724609,0.0003,-0.052483268082141876,2370,-0.006577383592957631,3.3774707317352295,0.014776749339216622
239,489472,1596,306,625,0,0.0,0.0,0,11,400,214,0,-65.61541523000001,853.29,0.011956214904785156,0.108837890625,-7.873227567970753,0.8033876419067383,0.0003,-0.07989899069070816,2380,-0.0165569550357759,3.330366849899292,0.029331859434751095
240,491520,1603,306,626,0,0.0,0.0,0,11,400,215,0,-66.09420315000001,857.41,0.010015634819865227,0.09140625,-7.877493850886822,0.854802131652832,0.0003,-0.09373313933610916,2390,-0.013413239474175498,3.3829779624938965,0.02062220883308328
241,493568,1610,306,628,0,0.0,0.0,0,11,401,216,0,-64.95657483000001,857.35,0.008012715727090836,0.081005859375,-7.904217720031738,0.9195801615715027,0.0003,-0.09997202455997467,2400,-0.009285842507961207,3.389634847640991,0.018959772396920017
242,495616,1616,306,631,0,0.0,0.0,0,11,403,217,0,-62.73641323000002,866.8,0.008738579228520393,0.0888671875,-7.925540655851364,0.8366364240646362,0.0003,-0.09370855987071991,2410,-0.010681445931550116,3.431248664855957,0.03559597686762572
243,497664,1623,306,633,0,0.0,0.0,0,11,404,218,0,-63.41149517000001,870.33,0.013251472264528275,0.127685546875,-7.945288774371147,0.6636514663696289,0.0003,-0.1184665858745575,2420,-0.016349071526201443,3.441147565841675,0.03641622646900942
244,499712,1630,306,634,0,0.0,0.0,0,11,404,219,0,-64.16322294,870.33,0.006852566730231047,0.067333984375,-7.962204664945602,0.6168155074119568,0.0003,-0.039232008159160614,2430,-0.006928681425051764,3.4759624004364014,0.04590412369070691
245,501760,1637,306,638,0,0.0,0.0,0,12,406,220,0,-65.63320221,847.53,0.009970764629542828,0.106005859375,-7.973263359069824,0.8409796357154846,0.0003,-0.06748899072408676,2440,-0.01346995298663387,3.4704995155334473,0.02061848132798332
